I, [2020-03-17T17:11:39.760987 #9745]  INFO -- : (0.000124s) SELECT sqlite_version()
I, [2020-03-17T17:11:39.849749 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.849763 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.849777 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.849795 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.849810 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.849825 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.849839 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.849853 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.849867 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.849882 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.849896 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.849910 #9745]  INFO -- : (0.000052s) INSERT INTO `expenses` (`payee`, `amount`, `date`) VALUES ('Whole Foods', 95.2, '2017-06-11')
I, [2020-03-17T17:11:39.850012 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850037 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850053 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850067 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850081 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850094 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850107 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850120 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850134 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850147 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850161 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850174 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850187 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850200 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850214 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850227 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850240 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850253 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850267 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850280 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850293 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850306 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850320 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850333 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850346 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850362 #9745]  INFO -- : (0.000058s) SELECT max(`id`) AS 'max' FROM `expenses` LIMIT 1
I, [2020-03-17T17:11:39.850933 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.850977 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851067 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851091 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851107 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851121 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851135 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851148 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851162 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851175 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851188 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851201 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851215 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851228 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851241 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851254 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851267 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851280 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851293 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851306 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851319 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851332 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851345 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851358 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851371 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851384 #9745]  INFO -- : (0.000094s) SELECT * FROM `expenses` WHERE (`date` = '2017-06-10')
I, [2020-03-17T17:11:39.851808 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.851838 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.851855 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.851869 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.851883 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.851897 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.851910 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.851923 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.851940 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.851954 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.851968 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.851981 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.851994 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.852007 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.852020 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.852033 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.852046 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.852059 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.852073 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.852086 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.852099 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.852112 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.852125 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.852138 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.852151 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.852164 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.852177 #9745]  INFO -- : Edning example: Expense Tracker API record submitted expenses
I, [2020-03-17T17:11:39.852655 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.852689 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.852707 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.852723 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.852737 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.852751 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.852764 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.852778 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.852791 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.852805 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.852818 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.852831 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.852844 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.852858 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.852871 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.852884 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.852897 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.852910 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.852923 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.852936 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.852949 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.852963 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.852976 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.852989 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.853002 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.853015 #9745]  INFO -- : (0.000427s) ROLLBACK
I, [2020-03-17T17:11:39.853028 #9745]  INFO -- : (0.000427s) ROLLBACK
